Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size,Outliers
4KB,466.0209296296296,711.6388139726693,160.84564999999998,506429.80155242735,2.2072116321653548,35.5063,2862.1889,54,10
16KB,93.8271761904762,58.09971618377659,51.9616,3375.5770206353914,0.17110937895536812,28.482,183.6799,63,5
64KB,125.54360289855069,83.35534210176188,72.6578,6948.113056901756,0.43756815881039934,32.6006,268.8735,69,1
256KB,164.72555714285718,107.46707547409957,97.8797,11549.172310955815,0.42287342699959074,49.52,336.7926,70,0
1MB,185.77017857142857,121.5313591247178,116.7539,14769.871250701128,0.5229240325336845,57.07,409.1396,70,0
4MB,278.0134910447761,152.18382026811457,195.5892,23159.915151397796,0.4111068416163129,101.6905,569.8301,67,1
16MB,782.1403328358209,387.31484192988944,638.5435,150012.78677917525,0.5382761614483303,318.2871,1561.4641,67,0
