Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size,Outliers
4KB,249.726501754386,118.56014293011117,234.0992,14056.507491608389,0.3917706944298208,54.3888,519.693,57,4
16KB,178.32367826086957,84.26469581412535,165.37095,7100.5389606470735,0.5207550922199446,34.4732,388.8224,46,10
64KB,402.8995940000001,547.9454285939544,172.14995,300244.19271701237,1.9903033000179842,48.5332,2312.6108,50,6
256KB,540.0053196078431,632.9006806352991,238.899,400563.2715486248,1.355810491726259,64.8331,2062.9522,51,2
1MB,1331.2499421875,1221.6654476595909,623.1608,1492466.4660053088,0.9424034376940768,187.4977,4179.5559,64,0
4MB,1819.297707142857,843.2528201430122,1711.3816000000002,711075.3186791433,0.33510293312876194,570.6759,4050.3327,56,5
16MB,5306.570559615386,2262.625331397633,5193.417100000001,5119473.390282248,0.164144322489143,1846.2439,9941.5897,52,2
