index,Retrieval Time (ms),Size (Bytes)
49,2695.1,4096
77,5838.5916,4096
92,1540.1361,16384
30,222.2005,65536
37,219.3644,65536
72,217.3663,65536
31,294.2239,262144
38,292.0102,262144
73,293.3175,262144
39,326.4238,1048576
74,319.6653,1048576
33,318.7295,4194304
40,445.9052,4194304
75,441.669,4194304
34,885.1166,16777216
41,1027.7141,16777216
76,947.5269,16777216
