index,Retrieval Time (ms),Size (Bytes)
0,1954.8865,4096
7,4784.0274,4096
50,36.7411,16384
64,33.2063,16384
85,36.7611,16384
99,35.0035,16384
120,39.4016,16384
134,35.9067,16384
171,696.6779,262144
158,1252.6409,1048576
172,1531.2162,1048576
159,2668.5586,4194304
166,1149.7026,4194304
173,3253.2972,4194304
160,5178.0762,16777216
167,3372.5447,16777216
174,7129.3384,16777216
