index,Retrieval Time (ms),Size (Bytes)
7,4762.4791,4096
171,712.9307,262144
151,1296.2243,1048576
172,1526.0059,1048576
152,2634.1726,4194304
159,1132.1079,4194304
173,3242.865,4194304
34,2631.7062,16777216
153,5133.8949,16777216
160,3398.5424,16777216
174,7130.6203,16777216
