Date,Retrieval Time (ms),Size in Repo(Bytes),Type,Size (Bytes)
Sun Jun 11 2023 22:53:54,142.7609,4107,string,4096
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Mon Jun 12 2023 23:11:08,171.2047,4107,string,4096
Mon Jun 12 2023 23:11:09,416.9932,16398,string,16384
Mon Jun 12 2023 23:11:10,1533.5887,65550,string,65536
Mon Jun 12 2023 23:11:12,1836.7821,262158,string,262144
Mon Jun 12 2023 23:11:14,1732.1432,1048832,string,1048576
Mon Jun 12 2023 23:11:16,2126.1225,4195305,string,4194304
Mon Jun 12 2023 23:11:18,1670.1656,16781194,string,16777216
-,-,-
-,-,-
-,-,-
Mon Jun 12 2023 23:16:38,76.7642,262158,string,262144
Mon Jun 12 2023 23:16:38,76.7205,1048832,string,1048576
Mon Jun 12 2023 23:16:41,3126.8250,4195305,string,4194304
Mon Jun 12 2023 23:16:42,460.6174,16781194,string,16777216
Mon Jun 12 2023 23:22:01,4380.8899,4107,string,4096
Mon Jun 12 2023 23:22:01,37.5918,16398,string,16384
Mon Jun 12 2023 23:22:03,2035.1993,65550,string,65536
Mon Jun 12 2023 23:22:03,72.7451,262158,string,262144
Mon Jun 12 2023 23:22:05,1826.8084,1048832,string,1048576
Mon Jun 12 2023 23:22:05,119.2864,4195305,string,4194304
Mon Jun 12 2023 23:22:08,2245.5763,16781194,string,16777216
Mon Jun 12 2023 23:32:36,28.3991,4107,string,4096
Mon Jun 12 2023 23:32:37,27.1339,16398,string,16384
-,-,-
Mon Jun 12 2023 23:33:57,57.5469,262158,string,262144
Mon Jun 12 2023 23:34:00,3363.8038,1048832,string,1048576
Mon Jun 12 2023 23:34:01,109.4835,4195305,string,4194304
Mon Jun 12 2023 23:34:41,456.1764,16781194,string,16777216
Mon Jun 12 2023 23:41:13,32.6516,4107,string,4096
Mon Jun 12 2023 23:41:14,30.2894,16398,string,16384
Mon Jun 12 2023 23:41:54,45.8810,65550,string,65536
Mon Jun 12 2023 23:41:54,57.3010,262158,string,262144
Mon Jun 12 2023 23:41:57,2606.8624,1048832,string,1048576
Mon Jun 12 2023 23:41:57,104.3107,4195305,string,4194304
Mon Jun 12 2023 23:42:37,407.8173,16781194,string,16777216
Fri Jun 16 2023 01:29:59,157.8687,4107,string,4096
Fri Jun 16 2023 01:30:41,1316.1861,16398,string,16384
Fri Jun 16 2023 01:30:42,1510.3796,65550,string,65536
Fri Jun 16 2023 01:30:44,1579.3324,262158,string,262144
Fri Jun 16 2023 01:30:46,1699.6567,1048832,string,1048576
Fri Jun 16 2023 01:30:47,759.6584,4195305,string,4194304
Fri Jun 16 2023 01:30:49,2448.9891,16781194,string,16777216
Fri Jun 16 2023 01:31:05,35.6840,4107,string,4096
Fri Jun 16 2023 01:31:10,4965.9438,16398,string,16384
Fri Jun 16 2023 01:31:10,49.4955,65550,string,65536
Fri Jun 16 2023 01:31:15,4324.3032,262158,string,262144
Fri Jun 16 2023 01:31:15,83.9206,1048832,string,1048576
Fri Jun 16 2023 01:31:15,538.2525,4195305,string,4194304
Fri Jun 16 2023 01:31:20,4304.7019,16781194,string,16777216
Fri Jun 16 2023 01:34:39,38.0808,4107,string,4096
-,-,-
Fri Jun 16 2023 01:36:39,45.8610,65550,string,65536
Fri Jun 16 2023 01:37:20,66.8976,262158,string,262144
Fri Jun 16 2023 01:37:24,4591.7691,1048832,string,1048576
Fri Jun 16 2023 01:37:24,109.0631,4195305,string,4194304
Fri Jun 16 2023 01:37:27,2341.0604,16781194,string,16777216
Fri Jun 16 2023 01:40:36,294.5903,4107,string,4096
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Fri Jun 16 2023 01:54:48,1325.8528,1048832,string,1048576
Fri Jun 16 2023 01:54:50,1412.2022,4195305,string,4194304
Fri Jun 16 2023 01:54:52,1703.8180,16781194,string,16777216
Sun Jun 18 2023 20:32:44,140.2429,4107,string,4096
Sun Jun 18 2023 20:32:44,151.3699,16398,string,16384
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Sun Jun 18 2023 20:58:38,4623.3163,4107,string,4096
Sun Jun 18 2023 20:58:48,9503.5186,16398,string,16384
Sun Jun 18 2023 20:58:49,1044.3742,65550,string,65536
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
