Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size
4KB,71.50256666666668,77.3160581571944,53.1249,5977.772848966668,1.9804128971110024,2.6682,256.1526,15
16KB,220.15576000000001,137.65104670347614,186.7183,18947.810658562572,0.8954985584916074,52.551,551.2819,15
64KB,388.12085999999994,119.47272255131114,333.3107,14273.73143382257,0.6474878311392516,257.2222,591.7628,15
256KB,469.32492666666656,143.61461056173647,468.1668,20625.15636679923,0.5040931485189314,265.0617,788.8915,15
1MB,1245.1951666666669,289.8028062048982,1136.3476,83985.66648423379,0.6370451065152022,917.3386,1748.0071,15
4MB,3530.257913333333,684.4868675764474,3364.1137,468522.271884617,0.8933943954573078,2741.4323,5078.655,15
16MB,9338.759288888888,975.0287972793798,9545.774,950681.1555240739,-1.5052541485135706,7155.1209,10472.412,9
