Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size,Outliers
4KB,44.794200000000004,28.910735119415417,62.2648,835.8306051449999,-0.9412210668645156,2.134,65.6403,13,2
16KB,231.05751999999995,142.1738622193123,180.8455,20213.407098355998,0.904539020254712,60.9282,575.058,15,0
64KB,419.9701266666667,128.8258834954455,350.3874,16596.108258382097,0.83966303703238,286.3678,637.0667,15,0
256KB,556.7741142857144,146.22791675947232,551.26435,21382.603639815163,0.6929251075893818,321.2589,897.2101,14,1
1MB,1394.4472933333336,279.6641770918917,1352.3554,78212.05194848495,0.11292154307134117,994.0943,1842.2065,15,0
4MB,3859.3067733333332,662.8117169212229,3669.1147,439319.37208805926,0.25341814508928834,2939.2939,4940.9248,15,0
16MB,9136.55624,832.9402764758876,9225.6903,693789.504175728,-1.0225844830114998,7841.3027,9939.7893,5,1
