Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size,Outliers
4KB,37.27981929824561,27.33362123346995,52.384,747.1268497347994,-0.2043735214132562,1.9316,96.2614,57,9
16KB,224.25887575757574,147.20210594724944,185.14645000000002,21668.45999530525,0.5567371920574922,2.6593,569.0188,66,0
64KB,352.47836825396837,138.04567477044927,314.249,19056.608322828655,0.34676531918970366,75.9332,619.7537,63,3
256KB,513.0546854838709,146.90704494732498,482.1956,21581.67985515536,0.6348947718884314,265.0617,917.3436,62,4
1MB,1268.056975,290.23217485257425,1202.6141499999999,84234.71531965524,0.6715428684984555,856.0678,2109.615,64,3
4MB,3564.7439784615385,601.9157213852938,3500.721,362302.5356507786,0.35840218150376757,2529.7704,5078.655,65,3
16MB,9261.068124137932,1241.4008218552144,9389.5859,1541076.0005028017,-0.30514034462751494,7066.1953,11351.5025,29,2
