index,Date,Retrieval Time (ms),Type,Size (Bytes)
329,Sun Jun 18 2023 23:02:46,286.2154,string,16384
336,Sun Jun 18 2023 23:03:34,97.6368,string,16384
343,Sun Jun 18 2023 23:04:17,122.9379,string,16384
350,Sun Jun 18 2023 23:05:04,121.292,string,16384
357,Tue Jun 13 2023 21:55:30,98.2075,string,16384
364,Tue Jun 13 2023 21:57:06,146.6035,string,16384
371,Tue Jun 13 2023 21:58:08,306.144,string,16384
378,Tue Jun 13 2023 21:59:09,499.5144,string,16384
385,Tue Jun 13 2023 22:00:13,121.2106,string,16384
392,Tue Jun 13 2023 22:06:05,98.8034,string,16384
399,Tue Jun 13 2023 22:07:41,121.6222,string,16384
406,Tue Jun 13 2023 22:08:43,98.4265,string,16384
413,Tue Jun 13 2023 22:09:46,246.3814,string,16384
420,Tue Jun 13 2023 22:10:49,308.036,string,16384
427,Sun Jun 18 2023 22:52:14,57.3273,string,16384
434,Sun Jun 18 2023 22:53:34,98.4877,string,16384
441,Sun Jun 18 2023 22:54:19,329.7481,string,16384
448,Sun Jun 18 2023 22:55:01,122.2451,string,16384
455,Sun Jun 18 2023 22:55:49,96.4538,string,16384
23,Tue Jun 13 2023 21:12:30,255.0995,string,65536
30,Tue Jun 13 2023 21:14:09,246.5587,string,65536
37,Tue Jun 13 2023 21:15:23,307.7142,string,65536
44,Tue Jun 13 2023 21:16:27,307.0039,string,65536
58,Tue Jun 13 2023 21:23:29,257.5949,string,65536
65,Tue Jun 13 2023 21:25:03,320.384,string,65536
72,Tue Jun 13 2023 21:26:10,250.7656,string,65536
79,Tue Jun 13 2023 21:27:12,295.192,string,65536
86,Tue Jun 13 2023 21:28:16,302.5644,string,65536
113,Sun Jun 18 2023 23:13:04,379.6702,string,65536
120,Sun Jun 18 2023 23:14:14,374.064,string,65536
134,Sun Jun 18 2023 23:15:42,351.0906,string,65536
141,Sun Jun 18 2023 23:16:29,338.6298,string,65536
162,Tue Jun 13 2023 21:36:53,299.5641,string,65536
169,Tue Jun 13 2023 21:37:56,262.6175,string,65536
176,Tue Jun 13 2023 21:39:03,258.91,string,65536
183,Tue Jun 13 2023 21:44:56,264.5868,string,65536
190,Tue Jun 13 2023 21:46:26,145.6202,string,65536
197,Tue Jun 13 2023 21:47:30,256.4932,string,65536
204,Tue Jun 13 2023 21:48:32,306.2925,string,65536
211,Tue Jun 13 2023 21:49:38,417.3908,string,65536
218,Sun Jun 18 2023 22:43:02,329.5968,string,65536
225,Sun Jun 18 2023 22:44:22,279.3355,string,65536
232,Sun Jun 18 2023 22:45:08,351.8114,string,65536
239,Sun Jun 18 2023 22:45:52,278.3341,string,65536
260,Tue Jun 13 2023 22:18:14,302.0842,string,65536
274,Tue Jun 13 2023 22:20:19,266.3949,string,65536
281,Tue Jun 13 2023 22:21:24,332.2292,string,65536
288,Tue Jun 13 2023 22:27:16,306.7046,string,65536
295,Tue Jun 13 2023 22:28:47,319.8751,string,65536
309,Tue Jun 13 2023 22:30:53,320.0099,string,65536
330,Sun Jun 18 2023 23:02:47,326.1196,string,65536
337,Sun Jun 18 2023 23:03:34,330.015,string,65536
344,Sun Jun 18 2023 23:04:18,333.7093,string,65536
351,Sun Jun 18 2023 23:05:05,293.7979,string,65536
365,Tue Jun 13 2023 21:57:06,254.6206,string,65536
372,Tue Jun 13 2023 21:58:08,264.1335,string,65536
379,Tue Jun 13 2023 21:59:09,295.6103,string,65536
386,Tue Jun 13 2023 22:00:13,302.1384,string,65536
393,Tue Jun 13 2023 22:06:05,264.4065,string,65536
400,Tue Jun 13 2023 22:07:41,256.8257,string,65536
407,Tue Jun 13 2023 22:08:43,305.7113,string,65536
414,Tue Jun 13 2023 22:09:46,252.5782,string,65536
