index,Retrieval Time (ms),Size (Bytes)
63,13927.6691,4096
22,1439.8435,16384
92,1322.7453,16384
106,1332.6976,16384
94,1846.0653,262144
11,14347.5159,1048576
104,8644.3841,16777216
