Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size,Outliers
4KB,1319.2710860465115,1710.1244652584264,234.9432,2924525.6866754186,1.237064574244555,139.8162,5407.6436,86,2
16KB,360.59354324324323,503.1855878170952,166.17425,253195.73578683563,2.3269730835418367,128.675,2088.2146,74,12
64KB,805.9272576923078,1074.0835080394631,244.4977,1153655.3822423595,1.6306254181992086,131.9312,3810.1514,78,9
256KB,518.566282051282,545.0517282268748,306.35630000000003,297081.386443103,2.0368901477578207,143.7475,2484.1711,78,12
1MB,1123.9060360465114,1177.0665679588749,382.67945,1385485.7054064844,1.159491925870098,195.4939,4362.7332,86,3
4MB,1087.434420238095,1052.4638611985758,509.1112,1107680.179129015,1.4439835154140397,337.3279,3991.124,84,9
16MB,2185.4834761904763,1269.88409830519,1471.18685,1612605.6231283853,1.2974324338584535,995.3356,5696.6691,84,5
