Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size,Outliers
4KB,44.049610619469036,46.164074828265626,35.9139,2131.1218047497077,1.1355794945119992,1.4694,191.8223,113,12
16KB,214.54515645161294,158.12434875349354,207.6026,25003.309668716454,0.5439461823823768,2.6593,674.2568,124,1
64KB,293.89156050420166,172.71218158595786,302.5644,29829.49766818088,0.004955430506194479,3.321,677.0703,119,6
256KB,493.3280910569105,251.12704346549802,475.7488,63064.791959722126,-0.12132939265197072,4.6931,1100.0763,123,2
1MB,1138.8868157480317,525.7842214282532,1126.4165,276449.0475029144,-0.433791648241458,10.5623,2327.1285,127,3
4MB,3735.2574727272727,791.037264746892,3727.2075,625739.9542182444,0.34365553223937906,2392.8287,5684.0719,121,14
16MB,9742.46380862069,1605.627204465272,9815.1081,2578038.7197189643,-0.007782889688737716,6717.2024,13491.1477,58,3
