Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size,Outliers
4KB,44.418124691358024,34.04645492545637,52.2083,1159.1610929911326,0.3437355794079127,2.134,117.2924,81,9
16KB,209.50840227272727,142.08971450145765,179.62959999999998,20189.486967105746,0.8424790479956211,31.1824,581.1955,88,2
64KB,394.46179545454555,144.18168258876565,344.73715000000004,20788.357594127567,0.6693989718291068,90.7492,791.4014,88,2
256KB,487.16818539325845,180.3752168319698,467.4419,32535.218847180124,0.5694743802318348,235.7674,927.7524,89,1
1MB,1266.1620494252873,287.7299505305335,1247.8863,82788.52443230324,0.5434956797192901,778.7022,2089.0599,87,3
4MB,3616.1082280898877,783.7765681340503,3507.5066,614305.7087559897,0.36196820812337777,2165.56,5889.1454,89,0
16MB,8690.829039130436,1335.368436359444,8713.883399999999,1783208.8608250665,0.14061243808787163,6457.4771,11623.0415,46,0
