Group,Mean,Std,Median,Variance,Skewness,Min,Max,Group size
4KB,616.3357387640449,1948.4427607730763,184.6866,3796429.192009007,6.44033702048862,54.3888,15477.9499,178
16KB,550.7727017857143,1512.0043962829582,157.83425,2286157.2943789926,6.764524091384558,23.5464,13551.6121,168
64KB,1009.5365268292684,3143.8199514021517,184.9692,9883603.886834227,6.464049696404693,28.9986,28581.135,164
256KB,958.2264767857143,3407.806970841051,220.4407,11613148.350512862,7.428552908410819,47.4659,29660.147,168
1MB,1118.8223203389832,1486.5879097484008,436.4252,2209943.6134101194,4.518332661940729,138.5696,14347.5159,177
4MB,1643.7495760000002,2729.459389033115,753.1426,7449948.556381025,5.869994523160243,288.4594,26131.561,175
16MB,3832.083186390533,3587.2308993043707,2356.5156,12868225.524924045,2.7263885036175655,905.357,25448.0292,169
